,UUID4,ToposText_ID,Place_Name,Reference,Lat,Long,Book,Chapter,Paragraph,Text
4870,31d1f8d6-3532-4405-8e84-e1ee7e8358c5,https://topostext.org/place/073805ITap,Ceylon,urn:cts:latinLit:phi0978.phi001:7.2.6,7.3,80.5,7,2,6.0,"India and parts of Ethiopia especially teem with marvels. The biggest animals grow in India: for instance Indian dogs are bigger than any others. Indeed the trees are said to be so lofty that it is not possible to shoot an arrow over them, and [the richness of the soil, temperate climate and abundance of springs bring it about] that, if one is willing to believe it, squadrons of cavalry are able to shelter beneath a single fig-tree; while it is said that reeds are of such height that sometimes a single section between two knots will make a canoe that will carry three people. It is known that many of the inhabitants are more than seven feet six inches high, never spit, do not suffer from headache or toothache or pain in the eyes, and very rarely have a pain in any other part of the body — so hardy are they made by the temperate heat of the sun; and that the sages of their race, whom they call Gymnosophists, stay standing from sunrise to sunset, gazing at the sun with eyes unmoving, and continue all day long standing first on one foot and then on the other in the glowing sand. Megasthenes states that on the mountain named Nulus there are people with their feet turned backwards and with eight toes on each foot, while on many of the mountains there is a tribe of human beings with dogs' heads, who wear a covering of wild beasts' skins, whose speech is a bark and who live on the produce of hunting and fowling, for which they use their nails as weapons; he says that they numbered more than 120,000 when he published his work. Ctesias writes that also among a certain race of India the women bear children only once in their lifetime, and the children begin to turn grey directly after birth; he also describes a tribe of men called the Monocolia who have only one leg, and who move in jumps with surprising speed; the same are called the Umbrella-foot tribe, because in the hotter weather they lie on their backs on the ground and protect themselves with the shadow of their feet; and that they are not far away from the Cave-dwellers; and again westward from these there are some people without necks, having their eyes in their shoulders. There are also satyrs [doubtless a kind of monkey] in the mountains in the east of India (it is called the district of the Catarcludi); this is an extremely swift animal, sometimes going on all fours and sometimes standing upright as they run, like human beings; because of their speed only the old ones or the sick are caught. Tauron gives the name of Choromandae to a forest tribe that has no speech but a horrible scream, hairy bodies, keen grey eyes and the teeth of a dog. Eudoxus says that in the south of India men have feet eighteen inches long and the women such small feet that they are called Sparrow-feet. Megasthenes tells of a race among the Nomads of India that has only holes in the place of nostrils, like snakes, and bandy-legged; they are called the Sciritae. At the extreme boundary of India to the East, near the source of the Ganges, he puts the Astomi tribe, that has no mouth and a body hairy all over; they dress in cotton-wool and live only on the air they breathe and the scent they inhale through their nostrils; they have no food or drink except the different odours of the roots and flowers and wild apples, which they carry with them on their longer journeys so as not to lack a supply of scent; he says they can easily be killed by a rather stronger odour than usual. Beyond these in the most outlying mountain region we are told of the Three-span men and Pygmies, who do not exceed three spans, i.e. twenty-seven inches, in height; the climate is healthy and always spring-like, as it is protected on the north by a range of mountains; this tribe Homer has also recorded as being beset by cranes. It is reported that in springtime their entire band, mounted on the backs of rams and she-goats and armed with arrows, goes in a body down to the sea and eats the cranes eggs and chickens, and that this outing occupies three months; and that otherwise they could not protect themselves against the flocks of cranes that would grow up; and that their houses are made of mud and feathers and eggshells. Aristotle says that the Pygmies live in caves, but in the rest of his statement about them he agrees with the other authorities. The Indian race of Cyrni according to Isigonus live to 140; and he holds that the same is true of the Long-lived Ethiopians, the Chinese and the inhabitants of Mount Athos — in the last case because of their diet of snakes' flesh, which causes their head and clothes to be free from creatures harmful to the body. Onesicritus says that in the parts of India where there are no shadows there are men five cubits and two spans a high, and people live a hundred and thirty years, and do not grow old but die middle-aged. Crates of Pergamum tells of Indians who exceed a hundred years, whom he calls Gymnetae, though many call them Long-livers. Ctesias says that a tribe among them called the Pandae, dwelling in the mountain valleys, live two hundred years, and have white hair in their youth that grows black in old age; whereas others do not exceed forty years, this tribe adjoining the Long-livers, whose women bear children only once. Agatharchides records this as well, and also that they live on locusts, and are very swift-footed. Clitarchus gave them the name of Mandi; and Megasthenes also assigns them three hundred villages, and says that the women bear children at the age of seven and old age comes at forty. Artemidorus says that on the Island of Ceylon the people live very long lives without any loss of bodily activity. Duris says that some Indians have union with wild animals and the offspring is of mixed race and half animal; that among the Calingi, a tribe of the same part of India, women conceive at the age of five and do not live more than eight years, and that in another part men are born with a hairy tail and extremely swift, while others are entirely covered by their ears. "
4871,de9f1661-45ae-422a-ae06-c3c5449cf4ee,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:7.2.6,30.0,74.0,7,2,6.0,"India and parts of Ethiopia especially teem with marvels. The biggest animals grow in India: for instance Indian dogs are bigger than any others. Indeed the trees are said to be so lofty that it is not possible to shoot an arrow over them, and [the richness of the soil, temperate climate and abundance of springs bring it about] that, if one is willing to believe it, squadrons of cavalry are able to shelter beneath a single fig-tree; while it is said that reeds are of such height that sometimes a single section between two knots will make a canoe that will carry three people. It is known that many of the inhabitants are more than seven feet six inches high, never spit, do not suffer from headache or toothache or pain in the eyes, and very rarely have a pain in any other part of the body — so hardy are they made by the temperate heat of the sun; and that the sages of their race, whom they call Gymnosophists, stay standing from sunrise to sunset, gazing at the sun with eyes unmoving, and continue all day long standing first on one foot and then on the other in the glowing sand. Megasthenes states that on the mountain named Nulus there are people with their feet turned backwards and with eight toes on each foot, while on many of the mountains there is a tribe of human beings with dogs' heads, who wear a covering of wild beasts' skins, whose speech is a bark and who live on the produce of hunting and fowling, for which they use their nails as weapons; he says that they numbered more than 120,000 when he published his work. Ctesias writes that also among a certain race of India the women bear children only once in their lifetime, and the children begin to turn grey directly after birth; he also describes a tribe of men called the Monocolia who have only one leg, and who move in jumps with surprising speed; the same are called the Umbrella-foot tribe, because in the hotter weather they lie on their backs on the ground and protect themselves with the shadow of their feet; and that they are not far away from the Cave-dwellers; and again westward from these there are some people without necks, having their eyes in their shoulders. There are also satyrs [doubtless a kind of monkey] in the mountains in the east of India (it is called the district of the Catarcludi); this is an extremely swift animal, sometimes going on all fours and sometimes standing upright as they run, like human beings; because of their speed only the old ones or the sick are caught. Tauron gives the name of Choromandae to a forest tribe that has no speech but a horrible scream, hairy bodies, keen grey eyes and the teeth of a dog. Eudoxus says that in the south of India men have feet eighteen inches long and the women such small feet that they are called Sparrow-feet. Megasthenes tells of a race among the Nomads of India that has only holes in the place of nostrils, like snakes, and bandy-legged; they are called the Sciritae. At the extreme boundary of India to the East, near the source of the Ganges, he puts the Astomi tribe, that has no mouth and a body hairy all over; they dress in cotton-wool and live only on the air they breathe and the scent they inhale through their nostrils; they have no food or drink except the different odours of the roots and flowers and wild apples, which they carry with them on their longer journeys so as not to lack a supply of scent; he says they can easily be killed by a rather stronger odour than usual. Beyond these in the most outlying mountain region we are told of the Three-span men and Pygmies, who do not exceed three spans, i.e. twenty-seven inches, in height; the climate is healthy and always spring-like, as it is protected on the north by a range of mountains; this tribe Homer has also recorded as being beset by cranes. It is reported that in springtime their entire band, mounted on the backs of rams and she-goats and armed with arrows, goes in a body down to the sea and eats the cranes eggs and chickens, and that this outing occupies three months; and that otherwise they could not protect themselves against the flocks of cranes that would grow up; and that their houses are made of mud and feathers and eggshells. Aristotle says that the Pygmies live in caves, but in the rest of his statement about them he agrees with the other authorities. The Indian race of Cyrni according to Isigonus live to 140; and he holds that the same is true of the Long-lived Ethiopians, the Chinese and the inhabitants of Mount Athos — in the last case because of their diet of snakes' flesh, which causes their head and clothes to be free from creatures harmful to the body. Onesicritus says that in the parts of India where there are no shadows there are men five cubits and two spans a high, and people live a hundred and thirty years, and do not grow old but die middle-aged. Crates of Pergamum tells of Indians who exceed a hundred years, whom he calls Gymnetae, though many call them Long-livers. Ctesias says that a tribe among them called the Pandae, dwelling in the mountain valleys, live two hundred years, and have white hair in their youth that grows black in old age; whereas others do not exceed forty years, this tribe adjoining the Long-livers, whose women bear children only once. Agatharchides records this as well, and also that they live on locusts, and are very swift-footed. Clitarchus gave them the name of Mandi; and Megasthenes also assigns them three hundred villages, and says that the women bear children at the age of seven and old age comes at forty. Artemidorus says that on the Island of Ceylon the people live very long lives without any loss of bodily activity. Duris says that some Indians have union with wild animals and the offspring is of mixed race and half animal; that among the Calingi, a tribe of the same part of India, women conceive at the age of five and do not live more than eight years, and that in another part men are born with a hairy tail and extremely swift, while others are entirely covered by their ears. "
5074,e8dfdab3-5f67-4173-b629-706d77b561b3,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:8.2.1,30.0,74.0,8,2,1.0,"At Rome they were first used in harness to draw the chariot of Pompey the Great in his African triumph, as they are recorded to have been used before when Father Liber went in triumph after his conquest of India. Procilius states that at Pompey's triumph the team of elephants were unable to pass out through the gate. At the gladiatorial show given by Germanicus Caesar some even performed clumsy movements in figures, like dancers. It was a common display for them to hurl weapons through the air without the wind making them swerve, and to perform gladiatorial matches with one another or to play together in a sportive war-dance. Subsequently they even walked on tightropes, four at a time actually carrying in a litter one that pretended to be a lady lying-in; and walked among the couches in dining-rooms full of people to take their places among the guests, planting their steps carefully so as not to touch any of the drinking party. "
5076,73ee5568-f795-46a0-ae82-fc3abfed870c,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:8.4.1,30.0,74.0,8,4,1.0,"They themselves know that the only thing in them that makes desirable plunder is in their weapons which Juba calls 'horns,' but which the author so greatly his senior, Herodotus, and also common usage better term 'tusks;' consequently when these fall off owing to some accident or to age they bury them in the ground. The tusk alone is of ivory: otherwise even in these animals too the skeleton forming the framework of the body is common bone; albeit recently owing to our poverty even the bones have begun to be cut into layers, inasmuch as an ample supply of tasks is now rarely obtained except from India, all the rest in our world having succumbed to luxury. A young elephant is known by the whiteness of its tusks. The beasts take the greatest care of them; they spare the point of one so that it may not be blunt for fighting and use the other as an implement for digging roots and thrusting massive objects forward; and when surrounded by a party of hunters they post those with the smallest tusks in front, so that it may be thought not worth while to fight them, and afterwards when exhausted they break their tusks by dashing them against a tree and ransom themselves at the price of the desired booty. "
5086,03742139-f126-4ac7-9e3e-b3afad857675,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:8.8.1,30.0,74.0,8,8,1.0,"The method of capturing them in India is for a mahout riding one of the domesticated elephants to find a wild elephant alone or detach it from the herd and to flog it, and when it is tired out he climbs across on to it and manages it as he did his previous mount. Africa captures elephants by means of pitfalls; when an elephant straying from the herd falls into one of these all the rest at once collect branches of trees and roll down rocks and construct ramps, exerting every effort in the attempt to get it out. Previously for the purpose of taming them the kings used to round them up with horsemen into a trench made by hand so as to deceive them by its length, and when they were enclosed within its banks and ditches they were starved into submission; the proof of this would be if when a man held out a branch to them they gently took it from him. At the present day hunters for the sake of their tusks shoot them with javelins in the foot, which in fact is extremely soft. The Cavemen on the frontier of Ethiopia, whose only food is elephant meat obtained by hunting, climb up trees near the elephants' track and there keep a look out for the last of the whole column and jump down on to the hind part of its haunches; the tail is grasped in the man's left hand and his feet are planted on the animal's left thigh, and so hanging suspended, with his right hand and with a very sharp axe he hamstrings one leg, and as the elephant runs forward with its leg crippled he strikes the sinews of the other leg, performing the whole of these actions with extreme rapidity. Others employing a safer but less reliable method fix great bows rather deep in the ground, unbent; these are held in position by young men of exceptional strength, while others striving with a united effort bend them, and as the elephants pass by they shoot them with hunting-spears instead of arrows and afterwards follow the tracks of blood. "
5090,ceb6aa53-a8f6-4264-8aaf-db08393e162a,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:8.11.1,30.0,74.0,8,11,1.0,"Elephants are produced by Africa beyond the deserts of Sidra and by the country of the Moors; also by the land of Ethiopia and the Cave-dwellers, as has been said; but the biggest ones by India, as well as serpents that keep up a continual feud and warfare with them, the serpents also being of so large a size that they easily encircle the elephants in their coils and fetter them with a twisted knot. In this duel both combatants die together, and the vanquished elephant in falling crushes with its weight the snake coiled round it. "
5092,f36913a2-f2a9-41f0-a026-5c1a0ca36a13,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:8.13.1,30.0,74.0,8,13,1.0,"Ethiopia produces elephants that rival those of India, being 30 ft. high; the only surprising thing is what led Juba to believe them to be crested. The Ethiopian tribe in whose country they are chiefly bred are called the Asachaeans; it is stated that in the coast districts belonging to this tribe the elephants link themselves four or five together into a sort of raft and holding up their heads to serve as sails are carried on the waves to the better pastures of Arabia. "
5094,3a73a94b-b80e-4da4-9a28-b2d80f5286a6,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:8.14.1,30.0,74.0,8,14,1.0,"Megasthenes writes that in India snakes grow so large as to be able to swallow stags and bulls whole; and Metrodorus that in the neighbourhood of the river Rhyndacus in Pontus they catch and gulp down birds passing over them even though they are flying high and fast. There is the well-known case of the snake 120 ft. long that was killed during the Punic Wars on the River Bagradasa by General Regulus, using ordnance and catapults just as if storming a town; its skin and jawbones remained in a temple at Rome down to the Numantine War? Credibility attaches to these stories on account of the serpents in Italy called boas, which reach such dimensions that during the principate of Claudius of blessed memory a whole child was found in the belly of one that was killed on the Vatican Hill. Their primary food is milk sucked from a cow; from this they derive their name. "
5122,435149eb-715e-474b-a56d-0783dc229dcf,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:8.25.2,30.0,74.0,8,25,2.0,"Hyrcania and India produce the tiger, au animal of terrific speed, which is most noticeable when the whole of its litter, which is always numerous, is being captured. The litter is taken by a man lying in wait with the swiftest horse obtainable, and is transferred successively to fresh horses. But when the mother tiger finds the lair empty (for the males do not look after their young) she rushes off at headlong speed, tracking them by scent. The captor when her roar approaches throws away one of the cubs. She snatches it up in her mouth, and returns and resumes the pursuit at even a faster pace owing to her burden, and so on in succession until the hunter has regained the ship and her ferocity rages vainly on the shore. "
5128,06f83044-a506-4e99-8da6-b8d337d89f93,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:8.31.1,30.0,74.0,8,31,1.0,"He says that in India there are also oxen with solid hoofs and one horn and a wild animal named axis, [deer] with the hide of a fawn but with more spots and whiter ones, belonging to the ritual of Father Liber (the Orsaean Indians hunt monkeys that are a bright white all over the body); but that the fiercest animal is the unicorn, which in the rest of the body resembles a horse, but in the head a stag, in the feet an elephant, and in the tail a boar, and has a deep bellow, and a single black horn three feet long projecting from the middle of the forehead. They say that it is impossible to capture this animal alive. "
5157,0c0b7727-1236-477f-bf39-59b3445ec3b9,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:8.51.1,30.0,74.0,8,51,1.0,"Africa almost alone does not produce stags, but Africa also has the chameleon, although India produces it in greater numbers. Its shape and size were those of a lizard, were not the legs straight and longer. The flanks are joined on to the belly as in fishes, and the spine projects in a similar manner. It has a snout not unlike a pig's, considering its small size, a very long tail that tapers towards the end and curls in coils like a viper, and crooked talons; it moves rather slowly like a tortoise and has a rough body like a crocodile's, and eyes in a hollow recess, close together and very large and of the same colours as its body. It never shuts its eyes, and looks round not by moving the pupil but by turning the whole eye. It holds itself erect with its mouth always wide open, and it is the only animal that does not live on food or drink or anything else but the nutriment that it derives from the air, with a gape that is almost terrifying, but otherwise it is harmless. And it is more remarkable for the nature of its colouring, since it constantly changes the hue of its eyes and tail and whole body and always makes it the colour with which it is in closest contact, except red and white. When dead it is of a pallid colour. "
5159,8ef221eb-3a7e-4b91-b88f-92131049e017,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:8.53.1,30.0,74.0,8,53,1.0,"The porcupine is a native of India and Africa. It is covered with a prickly skin of the hedgehogs' kind, but the spines of the porcupine are longer and they dart out when it draws the skin tight: it pierces the mouths of hounds when they close with it, and shoots out at them when further off. In the winter months it hibernates, as is the nature of many animals and before all of bears. "
5167,ae95aeef-7726-4cd0-bf01-fdf5e0a59fcc,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:8.60.1,30.0,74.0,8,60,1.0,"The greatest enemy of the snail is the lizard; this genus is said not to live more than six months. The lizard of Arabia is 18 inches long, but those on Mount Nysus in India reach a length of 24 feet, and are coloured yellow or scarlet or blue. "
5175,de652ede-d66a-4c29-9d03-7c118e649a60,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:8.61.2,30.0,74.0,8,61,2.0,"Dogs alone know their master, and also recognize a sudden arrival as a stranger; they alone recognize their own names, and the voice of a member of the household; they remember the way to places however distant, and no creature save man has a longer memory. Their onset and rage can be mollified by a person sitting down on the ground. Experience daily discovers very many other qualities in these animals, but it is in hunting that their skill and sagacity is most outstanding. A hound traces and follows footprints, dragging by its leash the tracker that accompanies it towards his quarry; and on sighting it how silent and secret but how significant an indication is given first by the tail and then by the muzzle Consequently even when they are exhausted with old age and blind and weak, men wry them in their arms sniffing at the breezes scents and pointing their muzzles towards Indians want hounds to be sired by tigers, the breeding season they tie up bitches in the for this purpose. They think that the first second litters are too fierce and they only rear the third one. Similarly the Gauls breed hounds wolves; each of their packs has one of the as leader and guide; the pack accompanies this leader in the hunt and pays it obedience; for dogs actually exercise authority among themselves. It is known that the dogs by the Nile lap up water from the river as they run, so as not to give the greed of the crocodiles its chance. When Alexander the Great was on his way to India, the king of Albania had presented him with one dog of unusually large size; Alexander was delighted by its appearance, and gave orders for bears and then boars and finally hinds to be let slip — the hound lying contemptuously motionless. This slackness on the part of so vast an animal annoyed the generous spirit of the Emperor, who ordered it to be destroyed. Report carried news of this to the king; and accordingly sending a second hound he added a message that Alexander should not desire to test it on small game but on a lion or an elephant; he had only possessed two of the breed and if this one was destroyed there would be none left. Alexander did not put off the trial, and forthwith saw a lion crushed. Afterwards he ordered an elephant to be brought in, and no other show ever gave him more delight: for the dog's hair bristled all over his body and it first gave a vast thunderous bark, then kept leaping up and rearing against the creature's limbs on this side and that, in scientific combat, attacking and retiring at the most necessary points, until the elephant turning round and round in an unceasing whirl was brought to the ground with an earth-shaking crash. "
5223,f04712d2-a6ea-499d-96be-762a7ce325c6,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:8.78.3,30.0,74.0,8,78,3.0,"Wild pigs breed once a year. The boars are very rough when mating; at this period they fight each other, hardening their flanks by rubbing against trees and plastering their behinds with mud. The females are fiercer when with young, and this is more or less the same in every kind of wild animal. Male boats do not mate till one year old. In India they have curved tusks 18 in. long: two project from the jaw, and two from the forehead like a calf's horns. The wild boar's hair is a sort of copper colour; that of the other species is black. But the hog genus does not occur in Arabia. "
5257,23f84cec-a8ac-4938-8fd6-31afd9c10310,https://topostext.org/place/38898WGan,Ganges,urn:cts:latinLit:phi0978.phi001:9.2.1,23.7818,89.8009,9,2,1.0,"But the largest number of animals and those of the largest size are in the Indian Sea, among them whales covering three acres each, and sharks 100 ells long: in fact in those regions lobsters grow to 6 ft. long, and also eels in the river Ganges to 300 ft. The monsters in the sea are mostly to be seen about the solstices. At those periods in that part of the world there are rushing whirlwinds and rainstorms and tempests hurtling down from the mountain ridges that upturn the seas from their bottom, and roll with their waves monsters forced up from the depths in such a multitude, like the shoals of tunnies in other places, that the fleet of Alexander the Great deployed its column in line of battle to encounter them, in the same way as if an enemy force were meeting it: it was not possible to escape them in any other manner. They are not scared by shouts or noises or uproar, but only by impact, and they are only routed by a violent collision. There is an enormous peninsula in the Red Sea called Cadara, the projection of which forms a vast bay which took King Ptolemy twelve days and nights of rowing to cross, as it does not admit a breath of wind from any quarter. In this tranquil retreat particularly the creatures grow to a huge motionless bulk. The admirals of the fleets of Alexander the Great have stated that the Gedrosi who live by the river Arabis make the doorways in their houses out of the monsters' jaws and use their bones for roof-beams, many of them having been found that were 60 ft. long. Also great creatures resembling sheep come out on to the land in that country and after grazing on the roots of bushes return; and there are some with the heads of horses, asses and bulls that eat up the crops. "
5267,c6f9ffb0-64aa-484e-8a0c-20119914aebc,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:9.4.1,30.0,74.0,9,4,1.0,"An embassy from Olisipo sent for the purpose reported to the Emperor Tiberius that a Triton had been seen and heard playing on a shell in a certain cave, and that he had the well-known shape. The description of the Nereids also is not incorrect, except that their body is bristling with hair even in the parts where they have human shape; for a Nereid has been seen on the same coast, whose mournful song moreover when dying has been heard a long way off by the coast-dwellers; also the Governor of Gaul wrote to the late lamented Augustus that a large number of dead Nereids were to be seen on the shore. I have distinguished members of the Order of Knighthood as authorities for the statement that a man of the sea has been seen by them in the Gulf of Cadiz, with complete resemblance to a human being in every part of his body, and that he climbs on board ships during the hours of the night and the side of the vessel that he sits on is at once weighed down, and if he stays there longer actually goes below the water. During the rule of Tiberius, in an island off the coast of the province of Lugdunum the receding ocean tide left more than 300 monsters at the same time, of marvellous variety and size, and an equal number on the coast of Saintes, and among the rest elephants, and rams with only a white streak to resemble horns, and also many Nereids. Turranius has stated that a monster was cast ashore on the coast at Cadiz that had 24 feet of tail-end between its two fins, and also 120 teeth, the biggest 9 inches and the smallest 6 inches long. The skeleton of the monster to which Andromeda in the story was exposed was brought by Marcus Scaurus from the town of Jaffa in Judaea and shown at Rome among the rest of the marvels during his aedileship; it was 40 ft. long, the height of the ribs exceeding the elephants of India, and the spine being 1 ft. 6 inches thick. "
5290,3bbfc2b3-3fc0-4164-90cd-9acb4c7e0ee4,https://topostext.org/place/38898WGan,Ganges,urn:cts:latinLit:phi0978.phi001:9.17.1,23.7818,89.8009,9,17,1.0,"The tunny is of exceptional size; we are told of a specimen weighing a third of a ton and having a tail 3 ft. 4 in. broad. Fish of no less size also occur in certain rivers, the catfish in the Nile, the pike in the Rhine, the sturgeon in the Po, a fish that grows so fat from sloth that it sometimes reaches a thousand pounds; it is caught with a hook on a chain and only drawn out of the water by teams of oxen. And this monster is killed by the bite of a very small fish called the anchovy which goes for a particular vein in its throat with remarkable voracity. The catfish ranges about and goes for every living creature wherever it is, often dragging down horses when swimming. A fish very like a sea-pig is drawn out with teams of oxen, especially in the river Moenus (Main) in Germany, and in the Danube with weeding-hooks; an exceptionally large species with no internal framework of bones or vertebrae and very sweet flesh is recorded in the Dnieper. In the Ganges in India there is a fish called the platanista with a dolphin's beak and tail, but 24 ft. long. Statius Sebosus gives an extremely marvellous account of worms in the same river that have a pair of gills measuring 90 ft; they are deep blue in colour, and named from their appearance; he says that they are so strong that they carry off elephants coming to drink by gripping the trunk in their teeth. "
5291,2e50b2ba-f8ae-4e6f-b13b-fc6e50aec135,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:9.17.1,30.0,74.0,9,17,1.0,"The tunny is of exceptional size; we are told of a specimen weighing a third of a ton and having a tail 3 ft. 4 in. broad. Fish of no less size also occur in certain rivers, the catfish in the Nile, the pike in the Rhine, the sturgeon in the Po, a fish that grows so fat from sloth that it sometimes reaches a thousand pounds; it is caught with a hook on a chain and only drawn out of the water by teams of oxen. And this monster is killed by the bite of a very small fish called the anchovy which goes for a particular vein in its throat with remarkable voracity. The catfish ranges about and goes for every living creature wherever it is, often dragging down horses when swimming. A fish very like a sea-pig is drawn out with teams of oxen, especially in the river Moenus (Main) in Germany, and in the Danube with weeding-hooks; an exceptionally large species with no internal framework of bones or vertebrae and very sweet flesh is recorded in the Dnieper. In the Ganges in India there is a fish called the platanista with a dolphin's beak and tail, but 24 ft. long. Statius Sebosus gives an extremely marvellous account of worms in the same river that have a pair of gills measuring 90 ft; they are deep blue in colour, and named from their appearance; he says that they are so strong that they carry off elephants coming to drink by gripping the trunk in their teeth. "
5332,335d6b5e-cc53-4751-bdf9-a20130dc32c7,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:9.35.1,30.0,74.0,9,35,1.0,"The fish called the sea-mouse also comes out on to the land, as do the polypus and the lamprey; so also does a certain kind of fish in the rivers of India, and then jumps hack again — for in most cases there is an obvious purpose in getting across into marshes and lakes so as to produce their offspring safe, as in those waters there are no creatures to devour their young and the waves are less fierce. Their understanding these reasons and their observing the changes of the seasons would seem more surprising to anybody who considers what fraction of mankind is aware that the biggest catch is made when the sun is passing through the sign of the Fishes. "
5341,9e5a9eeb-37aa-481e-afbd-b3214067c150,https://topostext.org/place/073805ITap,Ceylon,urn:cts:latinLit:phi0978.phi001:9.54.1,7.3,80.5,9,54,1.0,"The first place therefore and the topmost rank among all things of price is held by pearls. These are sent chiefly by the Indian Ocean, among the huge and curious animals that we have described as coming across all those seas over that wide expanse of lands from those burning heats of the sun. And to procure them for the Indians as well, men go to the islands — and those quite few in number: the most productive is Ceylon, and also Stoidis, as we said in our circuit of the world, and also the Indian promontory of Perimula; but those round Arabia on the Persian Gulf of the Red Sea are specially praised. "
5479,b15b4b42-92fd-46a0-b6b2-0da718213c0c,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:10.58.1,30.0,74.0,10,58,1.0,"Above all, birds imitate the human voice, parrots indeed actually talking. India sends us this bird; its name in the vernacular is siptaces; its whole body is green, only varied by a red circlet at the neck. It greets its masters and repeats words given to it, being particularly sportive over the wine. Its head is as hard as its beak; and when it is being taught to speak it is beaten on the head with an iron rod — otherwise it does not feel blows. When it alights from flight it lands on its beak, and it leans on this and so reduces its weight for the weakness of its feet. "
5505,6c37c309-8c14-4fdb-a09a-634e9b923a08,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:10.70.1,30.0,74.0,10,70,1.0,"The pegasus bird with a horse's head and the griffin with ears and a terrible hooked beak — the former said to be found in Scythia and the latter in Ethiopia judge to be fabulous; and for my own part I think the same about the bearded eagled attested by a number of people, a bird larger than an eagle, having curved horns on the temples, in colour a rusty red, except that its head is purple-red. Nor should the sirens obtain credit, although Dinon the father of the celebrated authority Clitarchus declares that they exist in India and that they charm people with their song and then when they are sunk in a heavy sleep tear them in pieces. Anybody who would believe that sort of thing would also assuredly not deny that snakes by licking the ears of the augur Melampus gave him the power to understand the language of birds, or the story handed down by Democritus, who mentions birds from a mixture of whose blood a snake is born, whoever eats which will understand the conversations of birds, and the things that he records about one crested lark in particular, as even without these stories life is involved in enormous uncertainty with respect to auguries. Homer mentions a kind of bird called the scops; many people speak of its comic dancing movements when it is watching for its prey, but I cannot easily grasp these in my mind, nor are the birds themselves now known. Consequently a discussion of admitted facts will be more profitable. "
5547,f29d88e8-a590-4035-b7af-36a9dea7a4ea,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:11.35.2,30.0,74.0,11,35,2.0,"Locusts in the autumn season give birth to clusters of eggs, by lowering the tube of the prickle to the earth. The eggs last for the winter, but in the ensuing year at the end of spring send out small insects, that are blackish and have no legs, and crawl with their wing-feathers. Consequently spring rains kill the eggs, whereas in a dry spring there are larger broods. Others record that they have two breeding seasons and two seasons when they die off — bearing at the rise of the Pleiades and then dying at the rise of the Dog-star, others being born in their place; some say that this second brood is born at the setting of Arcturus. It is certain that the mothers die when they have given birth to a brood, a maggot immediately forming inside them in the region of the throat that chokes them. The males die at the same time. And although dying for such a trifling reason a single locust when it likes can kill a snake by gripping its throat with its teeth. They are born only in places with chinks in them. There are said to be locusts in India three feet long, with legs and thighs that when they have been dried can be used as saws. They also have another way of dying: they are carried away in swarms by the wind and fall into the sea or a marsh. This happens purely by accident and not, as was believed by ancient writers, owing to their wings being drenched by the dampness of night. The same people indeed have also stated that they do not fly by night because of the cold — not being aware that they cross even wide seas, actually, which is most surprising, enduring several days' continuous hunger, to remedy which they know how to seek fodder abroad. This plague is interpreted as a sign of the wrath of the gods; for they are seen of exceptional size, and also they fly with such a noise of wings that they are believed to be birds, and they obscure the sun, making the nations gaze upward in anxiety lest they should settle all over their lands. In fact their strength does not fail, and as though it were not enough to have crossed the seas, they pass over immense tracts of land and cover them with a cloud disastrous for the crops, scorching up many things with their touch and gnawing away everything with their bite, even the doors of the houses as well. "
